UF;NOME_MUNICIPIO;ENQUADRAMENTO;VALOR_BENEFICIO
AC;RIO BRANCO;BOLSA FAMILIA;2202
AC;SENADOR GUIOMARD;BOLSA FAMILIA;2400
AL;ANADIA;BOLSA FAMILIA;1200
AL;ARAPIRACA;BOLSA FAMILIA;1200
AL;ARAPIRACA;BOLSA FAMILIA;1200
AL;ARAPIRACA;BOLSA FAMILIA;1200
AL;COLONIA LEOPOLDINA;EXTRACAD;300
AL;FEIRA GRANDE;BOLSA FAMILIA;1200
AL;LIMOEIRO DE ANADIA;BOLSA FAMILIA;1200
AL;LIMOEIRO DE ANADIA;BOLSA FAMILIA;2400
AL;MACEIO;BOLSA FAMILIA;600
AL;MACEIO;EXTRACAD;1200
AL;MACEIO;EXTRACAD;1200
AL;MACEIO;EXTRACAD;1200
AL;MACEIO;EXTRACAD;1200
AL;MACEIO;EXTRACAD;1200
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;300
AL;MACEIO;BOLSA FAMILIA;1200
AL;MACEIO;BOLSA FAMILIA;600
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;300
AL;MACEIO;BOLSA FAMILIA;1414
AL;MACEIO;BOLSA FAMILIA;1200
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;600
AL;MACEIO;EXTRACAD;300
AL;MACEIO;EXTRACAD;600
AL;MACEIO;BOLSA FAMILIA;1800
AL;PALESTINA;BOLSA FAMILIA;1200
AL;PALESTINA;BOLSA FAMILIA;2400
AL;PAO DE ACUCAR;EXTRACAD;600
AL;PAO DE ACUCAR;EXTRACAD;600
AL;PAO DE ACUCAR;EXTRACAD;600
AL;PAO DE ACUCAR;EXTRACAD;600
AL;PAO DE ACUCAR;BOLSA FAMILIA;600
AL;PAO DE ACUCAR;BOLSA FAMILIA;1200
AL;PAO DE ACUCAR;EXTRACAD;300
AL;PAO DE ACUCAR;EXTRACAD;300
AL;PAO DE ACUCAR;EXTRACAD;300
AL;PAO DE ACUCAR;EXTRACAD;300
AL;PENEDO;BOLSA FAMILIA;3000
AL;PORTO CALVO;EXTRACAD;300
AL;PORTO CALVO;EXTRACAD;300
AL;PORTO CALVO;EXTRACAD;300
AL;PORTO CALVO;EXTRACAD;300
AL;SAO MIGUEL DOS MILAGRES;BOLSA FAMILIA;2194
AM;CANUTAMA;CADUNICO;300
AM;CANUTAMA;CADUNICO;300
AM;CANUTAMA;CADUNICO;300
AM;CANUTAMA;CADUNICO;300
AM;FONTE BOA;BOLSA FAMILIA;2400
AM;HUMAITA;BOLSA FAMILIA;1651
AM;ITACOATIARA;BOLSA FAMILIA;1200
AM;ITACOATIARA;BOLSA FAMILIA;3000
AM;MANAUS;BOLSA FAMILIA;2400
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;BOLSA FAMILIA;1200
AM;MANAUS;BOLSA FAMILIA;1800
AM;MANAUS;EXTRACAD;600
AM;MANAUS;EXTRACAD;600
AM;MANAUS;EXTRACAD;600
AM;MANAUS;EXTRACAD;600
AM;MANAUS;EXTRACAD;600
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MANAUS;EXTRACAD;300
AM;MAUES;BOLSA FAMILIA;3000
AM;PARINTINS;BOLSA FAMILIA;2130
AM;PARINTINS;EXTRACAD;300
AM;PARINTINS;EXTRACAD;300
AP;MACAPA;EXTRACAD;300
AP;MACAPA;EXTRACAD;300
AP;MACAPA;EXTRACAD;300
AP;MACAPA;EXTRACAD;300
AP;MACAPA;BOLSA FAMILIA;2251
BA;BOM JESUS DA LAPA;BOLSA FAMILIA;2098
BA;BRUMADO;EXTRACAD;600
BA;BRUMADO;EXTRACAD;600
BA;CACHOEIRA;BOLSA FAMILIA;2300
BA;CAMACARI;EXTRACAD;300
BA;CAMACARI;EXTRACAD;300
BA;CAMACARI;EXTRACAD;300
BA;CAMACARI;EXTRACAD;300
BA;CAMACARI;BOLSA FAMILIA;2202
BA;CAMACARI;BOLSA FAMILIA;2400
BA;CAMACARI;BOLSA FAMILIA;1200
BA;CAMACARI;BOLSA FAMILIA;600
BA;CAMACARI;BOLSA FAMILIA;1200
BA;CAMACARI;EXTRACAD;1200
BA;CAMACARI;EXTRACAD;1200
BA;CAMACARI;EXTRACAD;1200
BA;CAMPO FORMOSO;BOLSA FAMILIA;2153
BA;CAMPO FORMOSO;BOLSA FAMILIA;1200
BA;CAMPO FORMOSO;BOLSA FAMILIA;507
BA;CAMPO FORMOSO;BOLSA FAMILIA;2251
BA;CANDIBA;BOLSA FAMILIA;600
BA;CANDIBA;BOLSA FAMILIA;1200
BA;CARAIBAS;BOLSA FAMILIA;1200
BA;CURACA;BOLSA FAMILIA;999
BA;DIAS D'AVILA;BOLSA FAMILIA;1200
BA;EUNAPOLIS;EXTRACAD;600
BA;EUNAPOLIS;EXTRACAD;600
BA;FEIRA DE SANTANA;EXTRACAD;600
BA;FEIRA DE SANTANA;EXTRACAD;600
BA;FEIRA DE SANTANA;EXTRACAD;600
BA;FEIRA DE SANTANA;EXTRACAD;600
BA;FEIRA DE SANTANA;BOLSA FAMILIA;3000
BA;FEIRA DE SANTANA;CADUNICO;300
BA;FEIRA DE SANTANA;CADUNICO;300
BA;FEIRA DE SANTANA;CADUNICO;300
BA;FEIRA DE SANTANA;CADUNICO;300
BA;FEIRA DE SANTANA;EXTRACAD;600
BA;FEIRA DE SANTANA;EXTRACAD;600
BA;FEIRA DE SANTANA;EXTRACAD;600
BA;FEIRA DE SANTANA;EXTRACAD;600
BA;GUANAMBI;BOLSA FAMILIA;3000
BA;ILHEUS;CADUNICO;600
BA;ILHEUS;CADUNICO;600
BA;ILHEUS;CADUNICO;600
BA;ILHEUS;CADUNICO;600
BA;IPIRA;BOLSA FAMILIA;1200
BA;ITAPETINGA;EXTRACAD;300
BA;ITAPETINGA;EXTRACAD;300
BA;ITAPETINGA;BOLSA FAMILIA;2400
BA;ITAPETINGA;BOLSA FAMILIA;1200
BA;JAGUAQUARA;CADUNICO;1200
BA;JAGUAQUARA;CADUNICO;1200
BA;JAGUAQUARA;CADUNICO;1200
BA;JAGUAQUARA;CADUNICO;1200
BA;JEREMOABO;BOLSA FAMILIA;1200
BA;JUAZEIRO;BOLSA FAMILIA;1
BA;JUAZEIRO;BOLSA FAMILIA;2400
BA;JUAZEIRO;BOLSA FAMILIA;2400
BA;JUAZEIRO;BOLSA FAMILIA;1200
BA;LAURO DE FREITAS;BOLSA FAMILIA;1200
BA;MADRE DE DEUS;BOLSA FAMILIA;946
BA;MORTUGABA;BOLSA FAMILIA;2335
BA;OUROLANDIA;BOLSA FAMILIA;1200
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;600
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;600
BA;PAULO AFONSO;EXTRACAD;600
BA;PAULO AFONSO;EXTRACAD;600
BA;PAULO AFONSO;BOLSA FAMILIA;1200
BA;PAULO AFONSO;BOLSA FAMILIA;1200
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;EXTRACAD;300
BA;PAULO AFONSO;BOLSA FAMILIA;600
BA;PAULO AFONSO;BOLSA FAMILIA;900
BA;PINDAI;BOLSA FAMILIA;1200
BA;PINDAI;BOLSA FAMILIA;600
BA;POJUCA;BOLSA FAMILIA;2199
BA;PORTO SEGURO;EXTRACAD;300
BA;PORTO SEGURO;EXTRACAD;300
BA;PORTO SEGURO;EXTRACAD;300
BA;REMANSO;BOLSA FAMILIA;600
BA;RODELAS;BOLSA FAMILIA;600
BA;SALVADOR;BOLSA FAMILIA;900
BA;SALVADOR;CADUNICO;300
BA;SALVADOR;BOLSA FAMILIA;2186
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;BOLSA FAMILIA;1200
BA;SALVADOR;BOLSA FAMILIA;2400
BA;SALVADOR;BOLSA FAMILIA;1200
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;BOLSA FAMILIA;2040
BA;SALVADOR;CADUNICO;600
BA;SALVADOR;CADUNICO;600
BA;SALVADOR;CADUNICO;600
BA;SALVADOR;BOLSA FAMILIA;2335
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;BOLSA FAMILIA;1200
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;600
BA;SALVADOR;BOLSA FAMILIA;3000
BA;SALVADOR;BOLSA FAMILIA;1200
BA;SALVADOR;EXTRACAD;600
BA;SALVADOR;EXTRACAD;600
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;BOLSA FAMILIA;1200
BA;SALVADOR;BOLSA FAMILIA;2400
BA;SALVADOR;EXTRACAD;1200
BA;SALVADOR;EXTRACAD;1200
BA;SALVADOR;EXTRACAD;1200
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;BOLSA FAMILIA;2130
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;EXTRACAD;300
BA;SALVADOR;BOLSA FAMILIA;600
BA;SALVADOR;BOLSA FAMILIA;1200
BA;SANTA TERESINHA;EXTRACAD;300
BA;SANTA TERESINHA;EXTRACAD;300
BA;SANTA TERESINHA;EXTRACAD;300
BA;SANTA TERESINHA;EXTRACAD;300
BA;SANTALUZ;EXTRACAD;300
BA;SANTALUZ;EXTRACAD;300
BA;SANTALUZ;EXTRACAD;300
BA;SANTALUZ;EXTRACAD;300
BA;SANTANOPOLIS;BOLSA FAMILIA;2207
BA;SANTO AMARO;BOLSA FAMILIA;2199
BA;SAO FELIX DO CORIBE;BOLSA FAMILIA;1200
BA;SAO FELIX DO CORIBE;BOLSA FAMILIA;3000
BA;SAO JOSE DO JACUIPE;EXTRACAD;600
BA;SAO JOSE DO JACUIPE;EXTRACAD;600
BA;SENTO SE;BOLSA FAMILIA;1200
BA;SENTO SE;BOLSA FAMILIA;2132
BA;SENTO SE;BOLSA FAMILIA;600
BA;SENTO SE;BOLSA FAMILIA;1200
BA;SENTO SE;BOLSA FAMILIA;931
BA;TANQUE NOVO;BOLSA FAMILIA;2194
BA;TEIXEIRA DE FREITAS;BOLSA FAMILIA;600
BA;TEIXEIRA DE FREITAS;BOLSA FAMILIA;1200
BA;VITORIA DA CONQUISTA;BOLSA FAMILIA;1735
BA;VITORIA DA CONQUISTA;BOLSA FAMILIA;1200
BA;VITORIA DA CONQUISTA;BOLSA FAMILIA;2270
CE;ARACATI;EXTRACAD;300
CE;ARACATI;EXTRACAD;300
CE;ARACATI;EXTRACAD;300
CE;ARACATI;EXTRACAD;300
CE;AURORA;BOLSA FAMILIA;2100
CE;AURORA;BOLSA FAMILIA;3000
CE;AURORA;BOLSA FAMILIA;1200
CE;BATURITE;BOLSA FAMILIA;1651
CE;BEBERIBE;EXTRACAD;300
CE;BEBERIBE;EXTRACAD;300
CE;BEBERIBE;EXTRACAD;300
CE;BEBERIBE;EXTRACAD;300
CE;CASCAVEL;BOLSA FAMILIA;2251
CE;CRATEUS;BOLSA FAMILIA;1200
CE;CRATEUS;BOLSA FAMILIA;1200
CE;CRATEUS;BOLSA FAMILIA;600
CE;CRATEUS;EXTRACAD;600
CE;CRATEUS;EXTRACAD;600
CE;CRATEUS;EXTRACAD;600
CE;CRATEUS;EXTRACAD;600
CE;CRATEUS;BOLSA FAMILIA;600
CE;CRATO;EXTRACAD;300
CE;CRATO;EXTRACAD;300
CE;CRATO;EXTRACAD;300
CE;CRATO;EXTRACAD;300
CE;CRATO;EXTRACAD;300
CE;CRATO;EXTRACAD;300
CE;CRATO;EXTRACAD;300
CE;CRATO;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;BOLSA FAMILIA;3000
CE;FORTALEZA;BOLSA FAMILIA;1200
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;1200
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;1200
CE;FORTALEZA;EXTRACAD;1200
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;1200
CE;FORTALEZA;EXTRACAD;1200
CE;FORTALEZA;EXTRACAD;1200
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;1200
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;1200
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;BOLSA FAMILIA;1200
CE;FORTALEZA;BOLSA FAMILIA;2099
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;EXTRACAD;600
CE;FORTALEZA;BOLSA FAMILIA;3000
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;EXTRACAD;300
CE;FORTALEZA;BOLSA FAMILIA;1898
CE;FORTALEZA;BOLSA FAMILIA;900
CE;INDEPENDENCIA;EXTRACAD;600
CE;INDEPENDENCIA;EXTRACAD;600
CE;INDEPENDENCIA;EXTRACAD;600
CE;INDEPENDENCIA;EXTRACAD;600
CE;INDEPENDENCIA;BOLSA FAMILIA;2400
CE;INDEPENDENCIA;BOLSA FAMILIA;1200
CE;IPU;EXTRACAD;300
CE;IPU;EXTRACAD;300
CE;IPU;EXTRACAD;300
CE;IPU;EXTRACAD;300
CE;IPU;BOLSA FAMILIA;1498
CE;ITAPAGE;CADUNICO;600
CE;ITAPIPOCA;BOLSA FAMILIA;2400
CE;ITAPIPOCA;BOLSA FAMILIA;600
CE;JUAZEIRO DO NORTE;EXTRACAD;600
CE;JUAZEIRO DO NORTE;EXTRACAD;600
CE;JUAZEIRO DO NORTE;EXTRACAD;600
CE;JUAZEIRO DO NORTE;EXTRACAD;600
CE;JUAZEIRO DO NORTE;BOLSA FAMILIA;3000
CE;JUAZEIRO DO NORTE;BOLSA FAMILIA;1200
CE;LAVRAS DA MANGABEIRA;BOLSA FAMILIA;600
CE;MARACANAU;BOLSA FAMILIA;3000
CE;MARANGUAPE;EXTRACAD;600
CE;MARANGUAPE;EXTRACAD;600
CE;MARANGUAPE;EXTRACAD;600
CE;MARANGUAPE;EXTRACAD;600
CE;MERUOCA;BOLSA FAMILIA;1200
CE;MILAGRES;CADUNICO;600
CE;MILAGRES;CADUNICO;600
CE;MILAGRES;CADUNICO;600
CE;MILAGRES;CADUNICO;600
CE;MILHA;CADUNICO;600
CE;MILHA;CADUNICO;600
CE;MILHA;CADUNICO;600
CE;MILHA;CADUNICO;600
CE;PACAJUS;BOLSA FAMILIA;2400
CE;PACAJUS;BOLSA FAMILIA;2251
CE;PACAJUS;BOLSA FAMILIA;1200
CE;PACAJUS;BOLSA FAMILIA;2400
CE;PACAJUS;BOLSA FAMILIA;1200
CE;PACOTI;EXTRACAD;300
CE;PACOTI;EXTRACAD;300
CE;PACOTI;EXTRACAD;300
CE;PACOTI;EXTRACAD;300
CE;QUIXADA;BOLSA FAMILIA;1200
CE;SANTANA DO ACARAU;BOLSA FAMILIA;600
CE;SOBRAL;EXTRACAD;300
CE;SOBRAL;EXTRACAD;300
CE;SOBRAL;EXTRACAD;300
CE;SOBRAL;EXTRACAD;300
CE;SOBRAL;BOLSA FAMILIA;1051
CE;TIANGUA;BOLSA FAMILIA;1200
CE;UBAJARA;EXTRACAD;600
DF;BRASILIA;BOLSA FAMILIA;6000
DF;BRASILIA;BOLSA FAMILIA;1098
DF;BRASILIA;EXTRACAD;300
DF;BRASILIA;EXTRACAD;300
DF;BRASILIA;EXTRACAD;600
DF;BRASILIA;EXTRACAD;300
DF;BRASILIA;EXTRACAD;300
ES;AGUA DOCE DO NORTE;BOLSA FAMILIA;4200
ES;BAIXO GUANDU;BOLSA FAMILIA;1200
ES;BAIXO GUANDU;BOLSA FAMILIA;3000
ES;CARIACICA;BOLSA FAMILIA;2098
ES;CARIACICA;EXTRACAD;1200
ES;CARIACICA;EXTRACAD;1200
ES;CARIACICA;EXTRACAD;1200
ES;CARIACICA;EXTRACAD;600
ES;CARIACICA;EXTRACAD;1200
ES;CARIACICA;EXTRACAD;1200
ES;CARIACICA;EXTRACAD;1200
ES;CARIACICA;EXTRACAD;600
ES;CARIACICA;EXTRACAD;600
ES;CARIACICA;EXTRACAD;600
ES;COLATINA;BOLSA FAMILIA;1200
ES;CONCEICAO DO CASTELO;BOLSA FAMILIA;600
ES;ECOPORANGA;BOLSA FAMILIA;600
ES;ECOPORANGA;BOLSA FAMILIA;1200
ES;GUACUI;EXTRACAD;300
ES;GUACUI;EXTRACAD;600
ES;GUACUI;EXTRACAD;300
ES;GUACUI;EXTRACAD;600
ES;GUACUI;EXTRACAD;300
ES;GUACUI;EXTRACAD;300
ES;GUACUI;EXTRACAD;600
ES;GUACUI;EXTRACAD;600
ES;GUACUI;EXTRACAD;600
ES;GUARAPARI;BOLSA FAMILIA;600
ES;GUARAPARI;BOLSA FAMILIA;1200
ES;MARILANDIA;EXTRACAD;1200
ES;MARILANDIA;EXTRACAD;600
ES;MARILANDIA;EXTRACAD;1200
ES;MARILANDIA;EXTRACAD;1200
ES;MARILANDIA;EXTRACAD;600
ES;MARILANDIA;EXTRACAD;1200
ES;NOVA VENECIA;BOLSA FAMILIA;600
ES;NOVA VENECIA;BOLSA FAMILIA;1200
ES;PIUMA;EXTRACAD;300
ES;PIUMA;EXTRACAD;300
ES;PIUMA;EXTRACAD;300
ES;PIUMA;EXTRACAD;300
ES;VILA VELHA;EXTRACAD;600
ES;VILA VELHA;EXTRACAD;600
ES;VILA VELHA;EXTRACAD;600
ES;VILA VELHA;EXTRACAD;600
ES;VITORIA;EXTRACAD;600
ES;VITORIA;EXTRACAD;300
ES;VITORIA;EXTRACAD;300
ES;VITORIA;EXTRACAD;600
ES;VITORIA;EXTRACAD;600
ES;VITORIA;EXTRACAD;300
ES;VITORIA;EXTRACAD;600
ES;VITORIA;EXTRACAD;600
ES;VITORIA;EXTRACAD;300
GO;AGUAS LINDAS DE GOIAS;CADUNICO;1200
GO;AGUAS LINDAS DE GOIAS;CADUNICO;1200
GO;AGUAS LINDAS DE GOIAS;CADUNICO;1200
GO;APARECIDA DE GOIANIA;EXTRACAD;300
GO;APARECIDA DE GOIANIA;EXTRACAD;300
GO;APARECIDA DE GOIANIA;EXTRACAD;300
GO;APARECIDA DE GOIANIA;EXTRACAD;300
GO;APARECIDA DE GOIANIA;BOLSA FAMILIA;1098
GO;ARAGARCAS;CADUNICO;300
GO;ARAGARCAS;CADUNICO;300
GO;ARAGARCAS;CADUNICO;600
GO;ARAGARCAS;CADUNICO;300
GO;ARAGARCAS;CADUNICO;300
GO;ARAGARCAS;CADUNICO;600
GO;ARAGARCAS;CADUNICO;600
GO;ARAGOIANIA;BOLSA FAMILIA;1002
GO;CALDAS NOVAS;BOLSA FAMILIA;2400
GO;CATALAO;BOLSA FAMILIA;2400
GO;CATALAO;BOLSA FAMILIA;1200
GO;CAVALCANTE;BOLSA FAMILIA;800
GO;CAVALCANTE;BOLSA FAMILIA;1528
GO;CERES;EXTRACAD;600
GO;CERES;EXTRACAD;600
GO;CERES;EXTRACAD;600
GO;CIDADE OCIDENTAL;BOLSA FAMILIA;4200
GO;CRIXAS;BOLSA FAMILIA;4200
GO;EDEIA;BOLSA FAMILIA;1200
GO;FORMOSA;EXTRACAD;300
GO;FORMOSA;EXTRACAD;300
GO;FORMOSA;EXTRACAD;300
GO;FORMOSA;EXTRACAD;300
GO;GOIANAPOLIS;EXTRACAD;300
GO;GOIANAPOLIS;EXTRACAD;300
GO;GOIANAPOLIS;EXTRACAD;300
GO;GOIANAPOLIS;EXTRACAD;300
GO;GOIANIA;CADUNICO;600
GO;GOIANIA;CADUNICO;600
GO;GOIANIA;CADUNICO;600
GO;GOIANIA;BOLSA FAMILIA;2105
GO;GOIANIA;EXTRACAD;1200
GO;GOIANIA;EXTRACAD;600
GO;GOIANIA;EXTRACAD;600
GO;GOIANIA;EXTRACAD;600
